Review ID,Region,Country/Market,Platform,Source Website,Source URL,Date Accessed,Review Date,Rating,Language,Original Review Text,Translation/Summary,Service Category,AI/Digital Touchpoint,Trust Theme,Trust Valence,Short Evidence Quote,Research Notes
R516,Asia,China,58到家,Apple App Store (cn),https://itunes.apple.com/cn/rss/customerreviews/page=3/id=1574147199/sortby=mostrecent/json,2026-06-16,2024-06-08,1,Chinese,服务提醒不明确. 雇主和阿姨两边都没有给予说明，服务费巨贵，但是服务很一般,App Store review (1/5) concerning Matching/dispatch and General trust.,Domestic/home service platform,Matching/dispatch,General trust,Negative,服务提醒不明确. 雇主和阿姨两边都没有给予说明，服务费巨贵，但是服务很一般,Automatically collected from public App Store RSS; verify before using direct quotations.
R517,Asia,China,天鹅到家,Apple App Store (cn),https://itunes.apple.com/cn/rss/customerreviews/page=3/id=897342825/sortby=mostrecent/json,2026-06-16,2021-06-05,5,Chinese,大姐很好. 打扫干净认真，大姐非常好。,App Store review (5/5) concerning General platform/service experience and General trust.,Domestic/home service platform,General platform/service experience,General trust,Positive,大姐很好. 打扫干净认真，大姐非常好。,Automatically collected from public App Store RSS; verify before using direct quotations.
R518,Asia,China,轻喜到家,Apple App Store (cn),https://itunes.apple.com/cn/rss/customerreviews/page=3/id=1550723001/sortby=mostrecent/json,2026-06-16,2025-02-10,5,Chinese,保洁. 保洁员及时到位，清洁干净，态度好，手脚麻利。,App Store review (5/5) concerning General platform/service experience and General trust.,Domestic/home service platform,General platform/service experience,General trust,Positive,保洁. 保洁员及时到位，清洁干净，态度好，手脚麻利。,Automatically collected from public App Store RSS; verify before using direct quotations.
R519,Asia,China,阿姨帮,Apple App Store (cn),https://itunes.apple.com/cn/rss/customerreviews/page=3/id=683700520/sortby=mostrecent/json,2026-06-16,2018-08-29,5,Chinese,吴阿姨做的真的好，很细致 ，. 吴阿姨做的真的好，很细致 ，真的是喊过的阿姨里面最好的一个了,App Store review (5/5) concerning Matching/dispatch and General trust.,Domestic/home service platform,Matching/dispatch,General trust,Positive,吴阿姨做的真的好，很细致 ，. 吴阿姨做的真的好，很细致 ，真的是喊过的阿姨里面最好的一个了,Automatically collected from public App Store RSS; verify before using direct quotations.
R520,Asia,China,美团,Apple App Store (cn),https://itunes.apple.com/cn/rss/customerreviews/page=8/id=423084029/sortby=mostrecent/json,2026-06-16,2026-05-28,5,Chinese,客服. 外卖送到了去拿发现没有，客服秒回复处理，这点服务真好,App Store review (5/5) concerning Customer support and Responsiveness.,Domestic/home service platform,Customer support,Responsiveness,Positive,客服. 外卖送到了去拿发现没有，客服秒回复处理，这点服务真好,Automatically collected from public App Store RSS; verify before using direct quotations.
R521,Asia,China,58到家,Apple App Store (cn),https://itunes.apple.com/cn/rss/customerreviews/page=3/id=1574147199/sortby=mostrecent/json,2026-06-16,2024-06-01,1,Chinese,垃圾公司. 收费太黑，垃圾公司,App Store review (1/5) concerning Payment/refund/cancellation and Transparency.,Domestic/home service platform,Payment/refund/cancellation,Transparency,Negative,垃圾公司. 收费太黑，垃圾公司,Automatically collected from public App Store RSS; verify before using direct quotations.
R522,Asia,China,天鹅到家,Apple App Store (cn),https://itunes.apple.com/cn/rss/customerreviews/page=3/id=897342825/sortby=mostrecent/json,2026-06-16,2021-05-30,5,Chinese,好APP. 服务到家 应有尽有,App Store review (5/5) concerning General platform/service experience and General trust.,Domestic/home service platform,General platform/service experience,General trust,Positive,好APP. 服务到家 应有尽有,Automatically collected from public App Store RSS; verify before using direct quotations.
R523,Asia,China,轻喜到家,Apple App Store (cn),https://itunes.apple.com/cn/rss/customerreviews/page=3/id=1550723001/sortby=mostrecent/json,2026-06-16,2025-02-10,5,Chinese,把家交给专业清扫. 我用过好几次轻喜到家，感觉很不错！他们会事先了解你想重点清扫的区域，并使用专业的工具仔细清扫。因为有几个不同的阿姨过来清扫过，个人之间的差异是有的，总体还是很放心也很满意。,App Store review (5/5) concerning Matching/dispatch and Reliability.,Domestic/home service platform,Matching/dispatch,Reliability,Positive,把家交给专业清扫. 我用过好几次轻喜到家，感觉很不错！他们会事先了解你想重点清扫的区域，并使用专业的工具仔细清扫。因为有几个不同的阿姨过来清扫过，个人之间的差异,Automatically collected from public App Store RSS; verify before using direct quotations.
R524,Asia,China,阿姨帮,Apple App Store (cn),https://itunes.apple.com/cn/rss/customerreviews/page=3/id=683700520/sortby=mostrecent/json,2026-06-16,2018-08-29,5,Chinese,很好很满意. 小哥很好 认真清洁了床和沙发 除掉了很多脏东西！,App Store review (5/5) concerning General platform/service experience and General trust.,Domestic/home service platform,General platform/service experience,General trust,Positive,很好很满意. 小哥很好 认真清洁了床和沙发 除掉了很多脏东西！,Automatically collected from public App Store RSS; verify before using direct quotations.
R525,Asia,China,美团,Apple App Store (cn),https://itunes.apple.com/cn/rss/customerreviews/page=8/id=423084029/sortby=mostrecent/json,2026-06-16,2026-05-28,1,Chinese,客服不解决. 客服不解决问题 投诉不了,App Store review (1/5) concerning Customer support and Service Recovery.,Domestic/home service platform,Customer support,Service Recovery,Negative,客服不解决. 客服不解决问题 投诉不了,Automatically collected from public App Store RSS; verify before using direct quotations.
R526,Asia,China,58到家,Apple App Store (cn),https://itunes.apple.com/cn/rss/customerreviews/page=3/id=1574147199/sortby=mostrecent/json,2026-06-16,2024-05-29,1,Chinese,服务须知不明显. 服务须知不明显，改时间还要付违约金根本不容易注意到,App Store review (1/5) concerning Booking/scheduling and General trust.,Domestic/home service platform,Booking/scheduling,General trust,Negative,服务须知不明显. 服务须知不明显，改时间还要付违约金根本不容易注意到,Automatically collected from public App Store RSS; verify before using direct quotations.
R527,Asia,China,天鹅到家,Apple App Store (cn),https://itunes.apple.com/cn/rss/customerreviews/page=3/id=897342825/sortby=mostrecent/json,2026-06-16,2021-05-27,1,Chinese,订单被随意取消. 前一天约的第二天被取消，而且是对方个人原因，也没有任何补偿。浪费时间。垃圾app,App Store review (1/5) concerning Payment/refund/cancellation; Booking/scheduling and Service Recovery.,Domestic/home service platform,Payment/refund/cancellation; Booking/scheduling,Service Recovery,Negative,订单被随意取消. 前一天约的第二天被取消，而且是对方个人原因，也没有任何补偿。浪费时间。垃圾app,Automatically collected from public App Store RSS; verify before using direct quotations.
R528,Asia,China,轻喜到家,Apple App Store (cn),https://itunes.apple.com/cn/rss/customerreviews/page=3/id=1550723001/sortby=mostrecent/json,2026-06-16,2025-02-10,5,Chinese,"超好用的平台. 之前清洗家电用的轻喜到家。
这次过了年家里凌乱，厨房油垢比较多。使用了家庭卫生打扫服务，阿姨非常专业，360°无死角，犄角旮旯全部弄干净，连油烟机都给我刷了一遍，我一直说不用的，阿姨非常认真要全方位打扫🧹打扫完让阿姨提前下班都不走说必须让花钱买的时间都用完，阿姨自己又帮忙理了家务。
已经推荐给同事了",App Store review (5/5) concerning Booking/scheduling; Matching/dispatch and Reliability.,Domestic/home service platform,Booking/scheduling; Matching/dispatch,Reliability,Positive,超好用的平台. 之前清洗家电用的轻喜到家。 这次过了年家里凌乱，厨房油垢比较多。使用了家庭卫生打扫服务，阿姨非常专业，360°无死角，犄角旮旯全部弄干净，连油烟,Automatically collected from public App Store RSS; verify before using direct quotations.
R529,Asia,China,阿姨帮,Apple App Store (cn),https://itunes.apple.com/cn/rss/customerreviews/page=3/id=683700520/sortby=mostrecent/json,2026-06-16,2018-08-29,5,Chinese,好好好. 师傅服务特别好 ，少个螺丝，他特地跑出去买,App Store review (5/5) concerning Matching/dispatch and General trust.,Domestic/home service platform,Matching/dispatch,General trust,Positive,好好好. 师傅服务特别好 ，少个螺丝，他特地跑出去买,Automatically collected from public App Store RSS; verify before using direct quotations.
R530,Asia,China,美团,Apple App Store (cn),https://itunes.apple.com/cn/rss/customerreviews/page=8/id=423084029/sortby=mostrecent/json,2026-06-16,2026-05-28,1,Chinese,团购不退钱. 没有用的团购，点退款，两天不退钱！说要等30日！！！,App Store review (1/5) concerning Payment/refund/cancellation and Service Recovery.,Domestic/home service platform,Payment/refund/cancellation,Service Recovery,Negative,团购不退钱. 没有用的团购，点退款，两天不退钱！说要等30日！！！,Automatically collected from public App Store RSS; verify before using direct quotations.
R531,Asia,China,58到家,Apple App Store (cn),https://itunes.apple.com/cn/rss/customerreviews/page=3/id=1574147199/sortby=mostrecent/json,2026-06-16,2024-05-23,1,Chinese,不退款. 客服不解决问题，用尽手段扣首期匹配费，不退款。冤大头们下单吧…,App Store review (1/5) concerning Payment/refund/cancellation; Customer support; Booking/scheduling and Service Recovery.,Domestic/home service platform,Payment/refund/cancellation; Customer support; Booking/scheduling,Service Recovery,Negative,不退款. 客服不解决问题，用尽手段扣首期匹配费，不退款。冤大头们下单吧…,Automatically collected from public App Store RSS; verify before using direct quotations.
R532,Asia,China,天鹅到家,Apple App Store (cn),https://itunes.apple.com/cn/rss/customerreviews/page=3/id=897342825/sortby=mostrecent/json,2026-06-16,2021-05-21,1,Chinese,可以用垃圾中介来评论！. 为什么这样说呢：之前的保姆走了快一个月了，居然还没安排人员来接手，收钱的时候一切OK，工作人员现在居然电话都不接！！微信也不回！！！,App Store review (1/5) concerning Matching/dispatch and General trust.,Domestic/home service platform,Matching/dispatch,General trust,Negative,可以用垃圾中介来评论！. 为什么这样说呢：之前的保姆走了快一个月了，居然还没安排人员来接手，收钱的时候一切OK，工作人员现在居然电话都不接！！微信也不回！！！,Automatically collected from public App Store RSS; verify before using direct quotations.
R533,Asia,China,轻喜到家,Apple App Store (cn),https://itunes.apple.com/cn/rss/customerreviews/page=3/id=1550723001/sortby=mostrecent/json,2026-06-16,2025-02-10,5,Chinese,非常满意. 买了个套餐，每次预约都很顺利，卫生很到位，服务也很专业，非常满意👍,App Store review (5/5) concerning Booking/scheduling and Reliability.,Domestic/home service platform,Booking/scheduling,Reliability,Positive,非常满意. 买了个套餐，每次预约都很顺利，卫生很到位，服务也很专业，非常满意👍,Automatically collected from public App Store RSS; verify before using direct quotations.
R534,Asia,China,阿姨帮,Apple App Store (cn),https://itunes.apple.com/cn/rss/customerreviews/page=3/id=683700520/sortby=mostrecent/json,2026-06-16,2018-08-29,5,Chinese,棒棒得. 阿姨搞卫生很有经验（什么污渍需要怎么洗，都心里有本经！）。做事非常认真仔细，有条理，五星好评！,App Store review (5/5) concerning Matching/dispatch and General trust.,Domestic/home service platform,Matching/dispatch,General trust,Positive,棒棒得. 阿姨搞卫生很有经验（什么污渍需要怎么洗，都心里有本经！）。做事非常认真仔细，有条理，五星好评！,Automatically collected from public App Store RSS; verify before using direct quotations.
R535,Asia,China,美团,Apple App Store (cn),https://itunes.apple.com/cn/rss/customerreviews/page=8/id=423084029/sortby=mostrecent/json,2026-06-16,2026-05-28,1,Chinese,无故扣费店大欺客. 没有真实客服，都是ai,App Store review (1/5) concerning Customer support; Communication/automation and Responsiveness.,Domestic/home service platform,Customer support; Communication/automation,Responsiveness,Negative,无故扣费店大欺客. 没有真实客服，都是ai,Automatically collected from public App Store RSS; verify before using direct quotations.
R536,Asia,China,58到家,Apple App Store (cn),https://itunes.apple.com/cn/rss/customerreviews/page=5/id=1574147199/sortby=mostrecent/json,2026-06-16,2023-09-30,1,Chinese,差评. 反馈投诉问题几次都没回复👎,App Store review (1/5) concerning Customer support and Service Recovery.,Domestic/home service platform,Customer support,Service Recovery,Negative,差评. 反馈投诉问题几次都没回复👎,Automatically collected from public App Store RSS; verify before using direct quotations.
R537,Asia,China,天鹅到家,Apple App Store (cn),https://itunes.apple.com/cn/rss/customerreviews/page=3/id=897342825/sortby=mostrecent/json,2026-06-16,2021-05-10,1,Chinese,月嫂打小朋友. 你们的月嫂打小朋友都被视频拍到了还甩锅，要点脸行不。,App Store review (1/5) concerning General platform/service experience and General trust.,Domestic/home service platform,General platform/service experience,General trust,Negative,月嫂打小朋友. 你们的月嫂打小朋友都被视频拍到了还甩锅，要点脸行不。,Automatically collected from public App Store RSS; verify before using direct quotations.
R538,Asia,China,轻喜到家,Apple App Store (cn),https://itunes.apple.com/cn/rss/customerreviews/page=3/id=1550723001/sortby=mostrecent/json,2026-06-16,2025-02-09,5,Chinese,轻洗到家. 自从出现清洗到家，就一直使用到现在，忠实的老客户。保洁人员认真负责，仔细地做好每一个区域，不同的抹布分类使用，让人觉得特别舒服安心。,App Store review (5/5) concerning General platform/service experience and Accountability.,Domestic/home service platform,General platform/service experience,Accountability,Positive,轻洗到家. 自从出现清洗到家，就一直使用到现在，忠实的老客户。保洁人员认真负责，仔细地做好每一个区域，不同的抹布分类使用，让人觉得特别舒服安心。,Automatically collected from public App Store RSS; verify before using direct quotations.
R539,Asia,China,阿姨帮,Apple App Store (cn),https://itunes.apple.com/cn/rss/customerreviews/page=3/id=683700520/sortby=mostrecent/json,2026-06-16,2018-08-29,5,Chinese,对得起这个价. 谭阿姨很棒，很干净 很用心 很有效率。我家里脏得我都不好意思了。。她很耐心的打扫。谢谢啦 下次还是您。,App Store review (5/5) concerning Matching/dispatch and Safety-Privacy.,Domestic/home service platform,Matching/dispatch,Safety-Privacy,Positive,对得起这个价. 谭阿姨很棒，很干净 很用心 很有效率。我家里脏得我都不好意思了。。她很耐心的打扫。谢谢啦 下次还是您。,Automatically collected from public App Store RSS; verify before using direct quotations.
R540,Asia,China,美团,Apple App Store (cn),https://itunes.apple.com/cn/rss/customerreviews/page=8/id=423084029/sortby=mostrecent/json,2026-06-16,2026-05-28,1,Chinese,服务相当垃圾. 买的商品没收到货就直接确认收货自动扣费了 进线反馈没人管 再催就是处理不了 我说白了还得找人工麻烦的要死，流程相当繁琐，不建议使用,App Store review (1/5) concerning Customer support; Communication/automation and General trust.,Domestic/home service platform,Customer support; Communication/automation,General trust,Negative,服务相当垃圾. 买的商品没收到货就直接确认收货自动扣费了 进线反馈没人管 再催就是处理不了 我说白了还得找人工麻烦的要死，流程相当繁琐，不建议使用,Automatically collected from public App Store RSS; verify before using direct quotations.
R541,Asia,China,58到家,Apple App Store (cn),https://itunes.apple.com/cn/rss/customerreviews/page=5/id=1574147199/sortby=mostrecent/json,2026-06-16,2023-09-21,1,Chinese,不推荐使用，都是套路. 买了一个清洁套3次，第二次预约开始就需要什么区域调度费，吃相难看,App Store review (1/5) concerning Booking/scheduling and General trust.,Domestic/home service platform,Booking/scheduling,General trust,Negative,不推荐使用，都是套路. 买了一个清洁套3次，第二次预约开始就需要什么区域调度费，吃相难看,Automatically collected from public App Store RSS; verify before using direct quotations.
R542,Asia,China,天鹅到家,Apple App Store (cn),https://itunes.apple.com/cn/rss/customerreviews/page=3/id=897342825/sortby=mostrecent/json,2026-06-16,2021-05-06,1,Chinese,别找58. 服务费不退了，交中介费之前找的阿姨还不错，交完钱之后，阿姨家里都有人死亡，不得不放她们回去奔丧，然后就需要换人，一旦要换，都是特别烂的候选人，想退服务费换家中介都不行，根本不退钱。,App Store review (1/5) concerning Matching/dispatch and Safety-Privacy.,Domestic/home service platform,Matching/dispatch,Safety-Privacy,Negative,别找58. 服务费不退了，交中介费之前找的阿姨还不错，交完钱之后，阿姨家里都有人死亡，不得不放她们回去奔丧，然后就需要换人，一旦要换，都是特别烂的候选人，想退服,Automatically collected from public App Store RSS; verify before using direct quotations.
R543,Asia,China,轻喜到家,Apple App Store (cn),https://itunes.apple.com/cn/rss/customerreviews/page=3/id=1550723001/sortby=mostrecent/json,2026-06-16,2025-02-08,5,Chinese,挺好的. 一直定了一个很不错的阿姨，用了好多年了,App Store review (5/5) concerning Matching/dispatch and General trust.,Domestic/home service platform,Matching/dispatch,General trust,Positive,挺好的. 一直定了一个很不错的阿姨，用了好多年了,Automatically collected from public App Store RSS; verify before using direct quotations.
R544,Asia,China,阿姨帮,Apple App Store (cn),https://itunes.apple.com/cn/rss/customerreviews/page=3/id=683700520/sortby=mostrecent/json,2026-06-16,2018-08-28,1,Chinese,非常差的体验 被欺骗 信息不透明 客服效率极低. 本来预约的做饭阿姨订单，在线无法下单，必须是服务人员先联系你，然后从后台下单，客户只管付费，非常被动的体验。谁知道这种订单居然变成了账户余额，因为住院的原因准备取消订单，自己也无法取消，也必须由工作人员取消。而且不管是工作人员还是在线客服，处理退款效率极低，要7-10个工作日，简直是笑话！并且客户在app上完全看不到退款流程，只能干等……并且以上信息事先没有被告知过，也没有公示，被欺骗了！,App Store review (1/5) concerning Payment/refund/cancellation; Customer support; Booking/scheduling and Transparency.,Domestic/home service platform,Payment/refund/cancellation; Customer support; Booking/scheduling,Transparency,Negative,非常差的体验 被欺骗 信息不透明 客服效率极低. 本来预约的做饭阿姨订单，在线无法下单，必须是服务人员先联系你，然后从后台下单，客户只管付费，非常被动的体验。谁,Automatically collected from public App Store RSS; verify before using direct quotations.
R545,Asia,China,美团,Apple App Store (cn),https://itunes.apple.com/cn/rss/customerreviews/page=8/id=423084029/sortby=mostrecent/json,2026-06-16,2026-05-28,1,Chinese,吐槽. 美团人工客服架子大，比诸葛亮还难请，出来也跟个人机一样，根本不理会客户的问题阐述，一味地让我回答他的问题，毫无交流体验，解决问题能力一般，没啥用,App Store review (1/5) concerning Customer support and Service Recovery.,Domestic/home service platform,Customer support,Service Recovery,Negative,吐槽. 美团人工客服架子大，比诸葛亮还难请，出来也跟个人机一样，根本不理会客户的问题阐述，一味地让我回答他的问题，毫无交流体验，解决问题能力一般，没啥用,Automatically collected from public App Store RSS; verify before using direct quotations.
R546,Asia,China,58到家,Apple App Store (cn),https://itunes.apple.com/cn/rss/customerreviews/page=5/id=1574147199/sortby=mostrecent/json,2026-06-16,2023-09-18,1,Chinese,明目张胆的保护不法不良商家，差评差评差评！！！. 用户通过58联系通马桶，维修人员说的是一个价格，上门收取的是翻倍的价格，而且不给钱就威胁用户，投诉到58竟然还说用户没有证据，是不是每次用58都要录好音录好相呢？！要不然被不良不法商家摆一道都没地方说理去，差评差评差评！！！,App Store review (1/5) concerning Payment/refund/cancellation; Customer support and Transparency.,Domestic/home service platform,Payment/refund/cancellation; Customer support,Transparency,Negative,明目张胆的保护不法不良商家，差评差评差评！！！. 用户通过58联系通马桶，维修人员说的是一个价格，上门收取的是翻倍的价格，而且不给钱就威胁用户，投诉到58竟然还,Automatically collected from public App Store RSS; verify before using direct quotations.
R547,Asia,China,天鹅到家,Apple App Store (cn),https://itunes.apple.com/cn/rss/customerreviews/page=3/id=897342825/sortby=mostrecent/json,2026-06-16,2021-05-01,1,Chinese,"素质太差 隐私堪忧！. 用了差不多两年，今天遇到一个事情，我准备卸载了。5月1日，下午差不多3:30左右，我打开这个软件，点开了找阿姨页面，过了几秒，一个电话打进来，问我是不是找阿姨。我当时惊了…… 我问对方，你怎么知道我要找阿姨，没说两句居然还骂了起来！
是不是隐私堪忧？
是不是素质太差？
这都是什么人啊？
而且 你都不知道该怎么投诉 怎么维权？
太可怕了！你敢用嘛？

后来通过微信搜索此人来电号码，微信为：天鹅到家王彬彬。",App Store review (1/5) concerning Customer support; Matching/dispatch and Service Recovery.,Domestic/home service platform,Customer support; Matching/dispatch,Service Recovery,Negative,素质太差 隐私堪忧！. 用了差不多两年，今天遇到一个事情，我准备卸载了。5月1日，下午差不多3:30左右，我打开这个软件，点开了找阿姨页面，过了几秒，一个电话打,Automatically collected from public App Store RSS; verify before using direct quotations.
R548,Asia,China,轻喜到家,Apple App Store (cn),https://itunes.apple.com/cn/rss/customerreviews/page=3/id=1550723001/sortby=mostrecent/json,2026-06-16,2025-02-07,5,Chinese,专业好用，性价比高. 2022年开始选择轻喜的服务，家里的保洁，家电清洗都是选择的他家，服务好，保洁人员专业细心，每次打扫完都感觉家里焕然一新，有种星级酒店的感觉,App Store review (5/5) concerning General platform/service experience and Reliability.,Domestic/home service platform,General platform/service experience,Reliability,Positive,专业好用，性价比高. 2022年开始选择轻喜的服务，家里的保洁，家电清洗都是选择的他家，服务好，保洁人员专业细心，每次打扫完都感觉家里焕然一新，有种星级酒店的感,Automatically collected from public App Store RSS; verify before using direct quotations.
R549,Asia,China,阿姨帮,Apple App Store (cn),https://itunes.apple.com/cn/rss/customerreviews/page=3/id=683700520/sortby=mostrecent/json,2026-06-16,2018-08-28,5,Chinese,阿姨帮. 阿姨帮的技师和阿姨是我用过所有的保洁当中最好的、给你们大力推荐,App Store review (5/5) concerning Matching/dispatch and General trust.,Domestic/home service platform,Matching/dispatch,General trust,Positive,阿姨帮. 阿姨帮的技师和阿姨是我用过所有的保洁当中最好的、给你们大力推荐,Automatically collected from public App Store RSS; verify before using direct quotations.
R550,Asia,China,美团,Apple App Store (cn),https://itunes.apple.com/cn/rss/customerreviews/page=8/id=423084029/sortby=mostrecent/json,2026-06-16,2026-05-28,1,Chinese,吃三方的平台. 好多商家卫生问题太脏了，平台审核的时候也不去勘察一下,App Store review (1/5) concerning General platform/service experience and Accountability.,Domestic/home service platform,General platform/service experience,Accountability,Negative,吃三方的平台. 好多商家卫生问题太脏了，平台审核的时候也不去勘察一下,Automatically collected from public App Store RSS; verify before using direct quotations.
R551,Asia,China,58到家,Apple App Store (cn),https://itunes.apple.com/cn/rss/customerreviews/page=5/id=1574147199/sortby=mostrecent/json,2026-06-16,2023-09-15,1,Chinese,垃圾软件. 里面的人服务态度极差,App Store review (1/5) concerning General platform/service experience and General trust.,Domestic/home service platform,General platform/service experience,General trust,Negative,垃圾软件. 里面的人服务态度极差,Automatically collected from public App Store RSS; verify before using direct quotations.
R552,Asia,China,天鹅到家,Apple App Store (cn),https://itunes.apple.com/cn/rss/customerreviews/page=3/id=897342825/sortby=mostrecent/json,2026-06-16,2021-04-20,1,Chinese,骚扰电话太多. 骚扰电话太多，没有隐私保护，太万别用，谁用谁后悔，就等着被骚扰吧，投诉也没用的，根本不解决,App Store review (1/5) concerning Customer support and Service Recovery.,Domestic/home service platform,Customer support,Service Recovery,Negative,骚扰电话太多. 骚扰电话太多，没有隐私保护，太万别用，谁用谁后悔，就等着被骚扰吧，投诉也没用的，根本不解决,Automatically collected from public App Store RSS; verify before using direct quotations.
R553,Asia,China,轻喜到家,Apple App Store (cn),https://itunes.apple.com/cn/rss/customerreviews/page=3/id=1550723001/sortby=mostrecent/json,2026-06-16,2025-02-05,1,Chinese,非常差！. 先下单，不显示可预约时间。下单支付完以后，连着两个月都无法预约。转人工要安排到五天以后，非常差的体验。申请退款也要七个工作日！差评不推荐，若3天不退款，将向市场监督管理局反应,App Store review (1/5) concerning Payment/refund/cancellation; Booking/scheduling and Service Recovery.,Domestic/home service platform,Payment/refund/cancellation; Booking/scheduling,Service Recovery,Negative,非常差！. 先下单，不显示可预约时间。下单支付完以后，连着两个月都无法预约。转人工要安排到五天以后，非常差的体验。申请退款也要七个工作日！差评不推荐，若3天不退,Automatically collected from public App Store RSS; verify before using direct quotations.
R554,Asia,China,阿姨帮,Apple App Store (cn),https://itunes.apple.com/cn/rss/customerreviews/page=3/id=683700520/sortby=mostrecent/json,2026-06-16,2018-08-28,5,Chinese,值得信懒. 一直在用阿姨帮，十分方便，价格也透明，尤其是深度保洁，家电啥的都包括了，省心啊，非常适合我这个懒人,App Store review (5/5) concerning Payment/refund/cancellation; Matching/dispatch; Review/rating/transparency and Transparency.,Domestic/home service platform,Payment/refund/cancellation; Matching/dispatch; Review/rating/transparency,Transparency,Positive,值得信懒. 一直在用阿姨帮，十分方便，价格也透明，尤其是深度保洁，家电啥的都包括了，省心啊，非常适合我这个懒人,Automatically collected from public App Store RSS; verify before using direct quotations.
R555,Asia,China,美团,Apple App Store (cn),https://itunes.apple.com/cn/rss/customerreviews/page=8/id=423084029/sortby=mostrecent/json,2026-06-16,2026-05-28,1,Chinese,投那么多广告跳一次投诉差评一次. 投那么多广告跳一次投诉差评一次,App Store review (1/5) concerning Customer support and Service Recovery.,Domestic/home service platform,Customer support,Service Recovery,Negative,投那么多广告跳一次投诉差评一次. 投那么多广告跳一次投诉差评一次,Automatically collected from public App Store RSS; verify before using direct quotations.
R556,Asia,China,58到家,Apple App Store (cn),https://itunes.apple.com/cn/rss/customerreviews/page=5/id=1574147199/sortby=mostrecent/json,2026-06-16,2023-09-15,1,Chinese,垃圾. 体验感极差什么都没干收50，客服也不管，垃圾,App Store review (1/5) concerning Customer support and Responsiveness.,Domestic/home service platform,Customer support,Responsiveness,Negative,垃圾. 体验感极差什么都没干收50，客服也不管，垃圾,Automatically collected from public App Store RSS; verify before using direct quotations.
R557,Asia,China,天鹅到家,Apple App Store (cn),https://itunes.apple.com/cn/rss/customerreviews/page=3/id=897342825/sortby=mostrecent/json,2026-06-16,2021-04-18,1,Chinese,阿姨素质很差 劳动效率很低. 今天上午下单了四个小时上门的阿姨打扫卫生，两室一厅就是擦擦灰尘，拖拖地。本以为这点活回到家会干干净净，等到回家才发现柜子全部都是灰尘，平心而论真心是一次非常失败的上门服务！连最基本的打扫清洁工作都做的如此之差。真不该信任这样的平台！,App Store review (1/5) concerning Booking/scheduling; Matching/dispatch and Accountability.,Domestic/home service platform,Booking/scheduling; Matching/dispatch,Accountability,Negative,阿姨素质很差 劳动效率很低. 今天上午下单了四个小时上门的阿姨打扫卫生，两室一厅就是擦擦灰尘，拖拖地。本以为这点活回到家会干干净净，等到回家才发现柜子全部都是灰,Automatically collected from public App Store RSS; verify before using direct quotations.
R558,Asia,China,轻喜到家,Apple App Store (cn),https://itunes.apple.com/cn/rss/customerreviews/page=3/id=1550723001/sortby=mostrecent/json,2026-06-16,2025-01-24,1,Chinese,骗人的. 买了服务之后，系统只能约一次，再约其他要加钱。申请退款远远超过承诺的7个工作日根本没进展。投诉联系客服没人理。千万不要上当,App Store review (1/5) concerning Payment/refund/cancellation; Customer support and Service Recovery.,Domestic/home service platform,Payment/refund/cancellation; Customer support,Service Recovery,Negative,骗人的. 买了服务之后，系统只能约一次，再约其他要加钱。申请退款远远超过承诺的7个工作日根本没进展。投诉联系客服没人理。千万不要上当,Automatically collected from public App Store RSS; verify before using direct quotations.
R559,Asia,China,阿姨帮,Apple App Store (cn),https://itunes.apple.com/cn/rss/customerreviews/page=3/id=683700520/sortby=mostrecent/json,2026-06-16,2018-08-28,5,Chinese,最喜欢阿姨帮平台. 每次都在这平台上预约，已经是好几年的老用户了，每次用的阿姨都不错，有时候也会固定选一个阿姨，阿姨打扫得特别细致，有些自己想不到的地方都会给我打扫，非常棒！！！,App Store review (5/5) concerning Booking/scheduling; Matching/dispatch and Accountability.,Domestic/home service platform,Booking/scheduling; Matching/dispatch,Accountability,Positive,最喜欢阿姨帮平台. 每次都在这平台上预约，已经是好几年的老用户了，每次用的阿姨都不错，有时候也会固定选一个阿姨，阿姨打扫得特别细致，有些自己想不到的地方都会给我,Automatically collected from public App Store RSS; verify before using direct quotations.
R560,Asia,China,美团,Apple App Store (cn),https://itunes.apple.com/cn/rss/customerreviews/page=8/id=423084029/sortby=mostrecent/json,2026-06-16,2026-05-28,1,Chinese,很差，乱扣费. 乱扣费莫名其妙扣款。不知道之前有没有类似扣款。三十块的东西什么都没写就扣六十块，申请退款只返回三十块？,App Store review (1/5) concerning Payment/refund/cancellation and Service Recovery.,Domestic/home service platform,Payment/refund/cancellation,Service Recovery,Negative,很差，乱扣费. 乱扣费莫名其妙扣款。不知道之前有没有类似扣款。三十块的东西什么都没写就扣六十块，申请退款只返回三十块？,Automatically collected from public App Store RSS; verify before using direct quotations.
R561,Asia,China,58到家,Apple App Store (cn),https://itunes.apple.com/cn/rss/customerreviews/page=5/id=1574147199/sortby=mostrecent/json,2026-06-16,2023-09-14,1,Chinese,很垃圾的服务，脑子坏掉了才下单. 再也不会相信58，特别糟糕的中介，只拿钱不干事,App Store review (1/5) concerning Booking/scheduling and General trust.,Domestic/home service platform,Booking/scheduling,General trust,Negative,很垃圾的服务，脑子坏掉了才下单. 再也不会相信58，特别糟糕的中介，只拿钱不干事,Automatically collected from public App Store RSS; verify before using direct quotations.
